許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第048749號","“福元”秋水仙鹼錠 0.5毫克","Colchicine Tablets 0.5mg“F.Y.”","圓形","","黃","","直線","7","FY T150","","https://mcp.fda.gov.tw/insert/shapeImg/0cc44332-8ded-426e-a275-8c1926ee772a?c=o"
"衛署藥製字第048757號","肯脈柔膜衣錠 50/12.5 毫克","Candanxo F.C. Tablets 50/12.5 mg","橢圓形","","黃","","無","12","AX065","","https://mcp.fda.gov.tw/insert/shapeImg/8d7851e9-aeb4-49e8-8cd5-9096a6dbda1f_img_1?c=o"
"衛署藥製字第048772號","可明憶錠 2 毫克","Anxomine Tablet 2mg","圓形","","白","","直線","7","AX 069","","https://mcp.fda.gov.tw/insert/shapeImg/e6810cac-2662-4281-aaf8-ab984ae83516_img_1?c=o"
"衛署藥製字第048808號","“應元”耳循膜衣錠 16 毫克","Ecycle F.C. Tablets 16 mg “Y.Y.”","圓形","","白","","無","9","Y P","684","https://mcp.fda.gov.tw/insert/shapeImg/ad4b1c1a-3805-45ff-b037-0a02ceca6940_img_1?c=o"
"衛署藥製字第048811號","“羅得”安憂膜衣錠","Anyou F.C. Tablets“ROOT”","圓形","","粉","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/c7ee97e3-5d55-4cb8-a151-3f6a1f92c07a?c=o"
"衛署藥製字第048814號","""十全"" 歐慮平錠","Oxaze Tablets","圓形","","白","","直線","6.5","SC","O02","https://mcp.fda.gov.tw/insert/shapeImg/ce63712e-22f9-4ee1-8577-11912e8fed3e?c=o"
"衛署藥製字第048816號","“十全”癲可錠","Aclonax Tablets","圓形","","黃","","直線","6.5","SC","A13","https://mcp.fda.gov.tw/insert/shapeImg/6802189e-4c93-4f56-b128-478000dbfbe8?c=o"
"衛署藥製字第048863號","“十全”得利糖錠1000毫克","Bentomin Tablets 1000mg “S.C.”","橢圓形","","白","","直線","17.4","SC B16","1000","https://mcp.fda.gov.tw/insert/shapeImg/59320a41-d17c-4352-ad8e-092ed1d5fe65_img_1?c=o"
"衛署藥製字第048865號","覆胃朗錠","Anxowen Tablets","圓形","","藍","","無","11","AX 075","","https://mcp.fda.gov.tw/insert/shapeImg/34d4e967-cb59-48af-b7d3-7f865cdc12a5_img_1?c=o"
"衛署藥製字第048878號","妥撫癲持續性藥效膜衣錠 500毫克","Vakin Chrono Film Coated Tablets 500 mg","橢圓形","","白","","直線","18","","","https://mcp.fda.gov.tw/insert/shapeImg/1509dce3-4d6d-4984-b38e-8e9bba21f6ce_img_1?c=o"
"衛署藥製字第048879號","凡脂妥 膜衣錠 10 毫克","Anxolipo F.C. Tablet 10 mg","橢圓形","","白","","無","10","AX022","10","https://mcp.fda.gov.tw/insert/shapeImg/82f0fe71-bb89-45ca-b924-5ff6f32bb0d8_img_1?c=o"
"衛署藥製字第048892號","“信東”賜信膠囊 100 毫克","Cexime Capsules 100 mg (Cefixime)","膠囊","","橘;;;橘","","無","15","ST 089","100 mg","https://mcp.fda.gov.tw/insert/shapeImg/3ec5b099-a03b-4d65-8d8a-e0e7868700cd?c=o"
"衛署藥製字第048905號","百肯膜衣錠 5 毫克","Biocor Film Coated Tablets 5 mg","其他","","黃","","直線","8","P M","2 6","https://mcp.fda.gov.tw/insert/shapeImg/5e979628-b7bb-419a-9674-1d85005d45d7_img_1?c=o"
"衛署藥製字第048908號","〝元宙〞肌立健膜衣錠","Antilon F.C. Tablets “Y.C.”","圓形","","橘","","直線","8","PR","","https://mcp.fda.gov.tw/insert/shapeImg/b7b12a0d-fb5a-41a3-a43f-a6ce3d4e053c_img_1?c=o"
"衛署藥製字第048929號","""國嘉""滅潰敏錠 5 毫克","Mequimin Tablets 5 mg ""Kojar""","橢圓形","","橘","","直線","10","KJ","KJ 088","https://mcp.fda.gov.tw/insert/shapeImg/29605028-1696-464f-a437-24ee82a67cd4_img_1?c=o"
"衛署藥製字第048969號","賽得膠囊 50 毫克","Thado Capsules 50 mg","膠囊","","橘;;;白","","無","16","THADO","","https://mcp.fda.gov.tw/insert/shapeImg/8d099317-d3fc-441b-8252-6ec7d515e6c8?c=o"
"衛署藥製字第048994號","心樂平錠 5 毫克","Cinopin Tablets 5mg","八邊形","","白","","直線","9","SW","","https://mcp.fda.gov.tw/insert/shapeImg/b60747a7-d8ec-435f-8478-456b4791b59c?c=o"
"衛署藥製字第048996號","易憂安膜衣錠 1 毫克","Blue-Up F.C. Tablets 1mg","四邊形","","白","","直線","11","B43","","https://mcp.fda.gov.tw/insert/shapeImg/b1b69240-baaa-4e52-ad0c-ce60a3aeee10?c=o"
"衛署藥製字第048997號","""華興"" 腹痙寧錠 0.125 毫克","Spalytic Tablets 0.125mg ""H.S.""","圓形","","白","","直線","6","HS","C 2","https://mcp.fda.gov.tw/insert/shapeImg/cdea161a-7349-4a5d-a3fd-24277f2fbdf4_img_1?c=o"
"衛署藥製字第049020號","邁慮煩膜衣錠 30 毫克","Minivane F.C. Tablets 30mg","橢圓形","","棕","","直線","13","S W","30","https://mcp.fda.gov.tw/insert/shapeImg/417b2a22-6165-42c0-897c-cfd3433c678d?c=o"
"衛署藥製字第049021號","“信東”脂樂潔錠20 毫克","Pratin Tablets 20 mg","橢圓形","","黃","","直線","11","ST 510","","https://mcp.fda.gov.tw/insert/shapeImg/936ff79b-6cce-4bc2-8695-ac6524b8c833?c=o"
"衛署藥製字第049051號","可平痛緩釋膠囊200毫克","Kepinton S.R. Capsules 200mg","膠囊","","粉;;;粉","","無","20","KEPINTON 200","","https://mcp.fda.gov.tw/insert/shapeImg/c1c0d5b8-f649-4761-bb82-de0dd9ad8909?c=o"
"衛署藥製字第049059號","咳諾長效膜衣錠 60 毫克","Konax extended-release F.C. Tablets 60 mg","橢圓形","","橘","","直線","16","","","https://mcp.fda.gov.tw/insert/shapeImg/52f1716c-cf6d-4055-97a9-b1b37984fac3?c=o"
"衛署藥製字第049073號","易憂安膜衣錠 3 毫克","Blue-Up F.C. Tablets 3mg","四邊形","","黃","","直線","11","B44","","https://mcp.fda.gov.tw/insert/shapeImg/d381270f-3275-4d83-b630-cbd5863c9ddc?c=o"
"衛署藥製字第049089號","""華興"" 安咳停錠","Ancopin Tablets ""H.S.""","圓形","","黃","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/2bfefe84-600d-483b-ac8d-e48eb3a1acf0_img_1?c=o"
"衛署藥製字第049092號","適穩錠 15 毫克 (美洛西卡)","LOXU TABLETS 15MG","圓形","","黃","","直線","8","C 3","","https://mcp.fda.gov.tw/insert/shapeImg/c2d16266-3284-46ba-afed-bbfdfa81f471_img_1?c=o"
"衛署藥製字第049099號","抵敏膜衣錠5毫克","Desdin Film-coated Tablets 5mg","圓形","","藍","","無","7.0","GBL","83","https://mcp.fda.gov.tw/insert/shapeImg/ce51bfcd-087c-470d-bc1c-9fc56cba071c?c=o"
"衛署藥製字第049101號","”派頓”安痛炎膠囊 200 毫克 (伊普)","IBUPROFEN CAPSULES 200mg”PATRON”","膠囊","","藍綠;;;黃","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/fc2d8519-1330-4177-9710-0602f17a3cda_img_1?c=o"
"衛署藥製字第049105號","〝元宙〞眩暈明錠","Undizz Tablets“Y.C.”","橢圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/ae296a4e-593c-4e04-a63f-e77bd6d7f0de_img_1?c=o"
"衛署藥製字第049109號","""十全"" 百那疼錠 100 毫克","Baenazin Tablets 100 mg","圓形","","白","","直線","","SCB17","","https://mcp.fda.gov.tw/insert/shapeImg/0953d0e7-d6f0-4a21-b22c-c7b80d3d04c6?c=o"
"衛署藥製字第049110號","“十全”力狹錠 5 毫克","Nidil Tablets 5 mg“S.C.”","圓形","","白","","直線","","SCN5","","https://mcp.fda.gov.tw/insert/shapeImg/567a9fca-60d5-463d-acb6-3750df6da5f7?c=o"
"衛署藥製字第049114號","""衛達"" 簡醣 持續性藥效錠 30 毫克","Daycose M.R. Tablets 30 mg ""Weidar""","橢圓形","","白","","無","10.0","Daycose","30","https://mcp.fda.gov.tw/insert/shapeImg/a4e20a7f-cfe3-4280-bc40-474d38325bfe?c=o"
"衛署藥製字第049116號","”培力”安醣錠 30 毫克","Piotas Tablets 30 mg ”P.L.”","圓形","","白","","直線","7","P L","30","https://mcp.fda.gov.tw/insert/shapeImg/a1bfd7da-d9cd-4f10-9d3a-069fd351a63c?c=o"
"衛署藥製字第049119號","比非醣錠 30 毫克","Befree Tablets 30mg","圓形","","白","","無","7","30","","https://mcp.fda.gov.tw/insert/shapeImg/e0d71e7d-4d4d-41a4-9d05-27766172ba07?c=o"
"衛署藥製字第049143號","安樂脂錠 40 毫克","Dehypotin Protect Tablets 40mg","橢圓形","","黃","","直線","14","N K","472","https://mcp.fda.gov.tw/insert/shapeImg/1f1d2269-4411-4805-9e65-1b1b0c4cdce9?c=o"
"衛署藥製字第049146號","〝南光〞莫比克錠 15 毫克","Mopik Tablets 15 mg 〝N.K.〞","圓形","","黃","","直線","9","NK 477","","https://mcp.fda.gov.tw/insert/shapeImg/bef1a96e-f5e9-4c0b-8bc0-a75919ecdadc?c=o"
"衛署藥製字第049165號","抗頑顫膜衣錠 200 毫克","Anxopone F.C. Tablets 200mg","橢圓形","","黃","","無","18","AX056","ENT","https://mcp.fda.gov.tw/insert/shapeImg/b0f85f3b-9bb9-45e9-b412-a9cea3000201_img_1?c=o"
"衛署藥製字第049170號","服舒感朗膠囊","Fusukenron Capsules","膠囊","","綠;;;透明","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/2d1bfac2-9ad5-498b-b1ac-59f0b44a299a?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e1b3a268-27be-4836-9cce-3943bf60cd2b_img_1?c=o"
"衛署藥製字第049176號","悅得靜膜衣錠 10 毫克","Hywen F.C. Tablets 10 mg","圓形","","黃","","無","8","AX 095","","https://mcp.fda.gov.tw/insert/shapeImg/3d994fbe-6635-4890-bace-d3bcb13084b0_img_1?c=o"
"衛署藥製字第049202號","心挺持續性膠囊 25 毫克","Modup Sustained-Release Capsules 25 mg","膠囊","","紅;;;黃","","無","17","","","https://mcp.fda.gov.tw/insert/shapeImg/7ec0b1e6-98ef-41ed-9915-5a76373f3829?c=o"
"衛署藥製字第049218號","“派頓”淨石顆粒","Crashtone Granules“Patron”","顆粒劑、粉劑或散劑","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/1b30e4d5-af0a-4c08-a510-b58a307d4b71?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/7a3a3995-3525-4c2f-8ca0-3cacaacd78cb?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/9fcbefff-f5ae-45b7-999d-7eb1bb737f0e?c=o"
"衛署藥製字第049223號","”井田”騰嗽錠","Anticough Tablets“Chinteng”","圓形","","棕","","直線","12","CTP R23","","https://mcp.fda.gov.tw/insert/shapeImg/66d270bb-6d9d-430b-bbae-905faff1c65a?c=o"
"衛署藥製字第049225號","刻利糖持續性藥效錠 30 毫克","Glimed MR Tablets 30mg","橢圓形","","白","","無","10","MDT","GC30","https://mcp.fda.gov.tw/insert/shapeImg/fc9496e4-a622-4871-95bf-4816f9e653a5?c=o"
"衛署藥製字第049226號","善脂瑩膜衣錠 20 毫克","Anxolightor F.C. Tablets 20 mg","橢圓形","","白","","直線","12","20 20","AX063","https://mcp.fda.gov.tw/insert/shapeImg/6936ce5f-ab05-45a2-b0ee-638f5da737b8_img_1?c=o"
"衛署藥製字第049240號","舒美寧膜衣錠 15 毫克","Smilon F.C. Tablets 15 mg","橢圓形","","黃","","直線","10","N K","448","https://mcp.fda.gov.tw/insert/shapeImg/3d4fd747-9a40-4541-b77d-c37e3b048a2b?c=o"
"衛署藥製字第049261號","利鎮膽膠囊","Limecro Capsules","膠囊","","紅;;;黃","","無","17","","AX 070","https://mcp.fda.gov.tw/insert/shapeImg/838a5d03-d6f1-4941-bbeb-a50372570274_img_1?c=o"
"衛署藥製字第049263號","永康敏鼻緩釋膠囊","Nosetec Sustained-Release Capsules","膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊;;;膠囊","","紫;;;粉;;;紫;;;粉;;;紫;;;粉;;;紫;;;粉;;;紫;;;粉;;;紫;;;粉;;;紫;;;粉;;;紫;;;粉","","無;;;無;;;無;;;無;;;無;;;無;;;無;;;無","20;;;20;;;20;;;20;;;20;;;20;;;20;;;20","SWISS;;;SWISS;;;SWISS;;;SWISS;;;SWISS;;;SWISS;;;SWISS;;;SWISS","NOC;;;NOC;;;NOC;;;NOC;;;NOC;;;NOC;;;NOC;;;NOC","https://mcp.fda.gov.tw/insert/shapeImg/a4c5494b-214a-4103-9d8e-bf38f9bbf808?c=o"
"衛署藥製字第049273號","“中美”靜安能膠囊","Jing An Neng Capsules “C.M.”","膠囊","","藍;;;白","","無","18","CM SHT11","","https://mcp.fda.gov.tw/insert/shapeImg/42c7eeaf-b738-4fb4-b0d4-564d7b4f1b8c?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/dd651b66-6ce3-4232-8205-274a63144d75_img_1?c=o"
"衛署藥製字第049278號","“信東”喘停欣咀嚼錠 5 毫克","Montexin Chewable Tablets 5 mg","圓形","","粉","","無","10","ST 027","","https://mcp.fda.gov.tw/insert/shapeImg/72d333e5-1bf4-47c1-ad8e-0e3ace49133f?c=o"
"衛署藥製字第049288號","凡脂妥膜衣錠 40 毫克","Anxolipo F.C. Tablets 40mg","橢圓形","","白","","無","17","AX 023","40","https://mcp.fda.gov.tw/insert/shapeImg/74663646-64f2-4a9d-a373-3933db309315_img_1?c=o"
"衛署藥製字第049316號","康緒舒膜衣錠 200 毫克","Calm-EZ F.C. Tablets 200mg","圓形","","白","","無","11","SWISS 200","","https://mcp.fda.gov.tw/insert/shapeImg/aa41e5f9-2eab-4436-be12-dd1066f3c8b1?c=o"
"衛署藥製字第049333號","利諾脂優錠 160 毫克","Lifenoz-U Tablets 160mg","橢圓形","","白","","無","20","S 160","","https://mcp.fda.gov.tw/insert/shapeImg/9b86e8db-cd30-48bc-adc6-7db7361e06a0?c=o"
"衛署藥製字第049348號","憶可朗膜衣錠 10 毫克","Epalon F.C. Tablets 10mg","圓形","","黃","","無","8","NK","482","https://mcp.fda.gov.tw/insert/shapeImg/2fbe772e-eb5d-4837-8deb-4a06fe06abd1?c=o"
"衛署藥製字第049360號","“十全”倍樂醇膜衣錠 40 毫克","Bezostatin F.C. Tablets 40 mg“S.C.”","橢圓形","","橘","","直線","","SC","B18","https://mcp.fda.gov.tw/insert/shapeImg/2ad40492-8a5f-4878-b298-8580429ded65?c=o"
"衛署藥製字第049372號","圓心 持續性藥效錠 60 毫克","Sordur Controlled-Release Tablets 60mg","橢圓形","","黃","","直線","15","P M","1 7","https://mcp.fda.gov.tw/insert/shapeImg/26a12200-d597-49b3-938f-f7036eedfa49_img_1?c=o"
"衛署藥製字第049374號","復思朗膜衣錠 400 毫克","Cospirit F.C. Tablets 400mg","橢圓形","","白","","直線","18","AX 083","","https://mcp.fda.gov.tw/insert/shapeImg/12fe23cb-7080-4a82-b4b4-4db50a6ad192_img_1?c=o"
"衛署藥製字第049397號","“杏輝”敏可治錠 5 毫克","Mequitazine Tablets 5mg“Sinphar”","圓形","","橘","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/ba74eddb-1afb-4777-9fa7-84a74640e627_img_1?c=o"
"衛署藥製字第049421號","“強生”舒止炎錠 200 毫克","JOLINDAC TABLETS 200 MG“JOHNSON”","圓形","","黃","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/ae2ac441-a3ed-481d-8823-28bea2a51517?c=o"
"衛署藥製字第049428號","“強生”欣解 糖衣錠","JEXIT S.C. TABLETS“JOHNSON”","圓形","","紅","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/24d33c07-2bc2-4a49-b419-c67fe7590598?c=o"
"衛署藥製字第049433號","”福元”德斯敏錠 2 毫克","Dexmine Tablets 2 mg“F.Y.”","圓形","","粉","","直線","6","FY T7","","https://mcp.fda.gov.tw/insert/shapeImg/9c6bc67b-63c5-40eb-9e0f-9db185497c11?c=o"
"衛署藥製字第049446號","康立定膜衣錠 800 毫克","Carbatin F.C. Tablets 800 mg","橢圓形","","白","","直線","20","NK 484","","https://mcp.fda.gov.tw/insert/shapeImg/cfffc2b5-7b34-4399-b248-e00792c65d8e?c=o"
"衛署藥製字第049452號","樂富妥膜衣錠 500 毫克","Levonolon F.C. Tablets 500 mg","橢圓形","","粉","","直線","16","003","","https://mcp.fda.gov.tw/insert/shapeImg/bc144ce4-7480-4a86-aa09-70c5b5a3b16d?c=o"
"衛署藥製字第049453號","悅康持續藥效膠囊 75 毫克","Easyfor SR Capsules 75mg","膠囊","","粉;;;粉","","無","20","NKP 476","","https://mcp.fda.gov.tw/insert/shapeImg/311710d9-b8cd-490c-882c-490191098d15?c=o"
"衛署藥製字第049454號","“信東”脂樂潔錠 40 毫克","Pratin Tablets 40 mg (Pravastatin Sodium)","橢圓形","","黃","","直線","14","ST 098","","https://mcp.fda.gov.tw/insert/shapeImg/80f9d192-8784-4e0b-a50b-bb6b099fe1a6?c=o"
"衛署藥製字第049457號","“瑞士”固糖平持續性藥效錠 500 毫克 (二甲二脈)","Glucofit ER Tablets 500 mg ”SWISS”","四邊形","","白","","無","19","SW","G16","https://mcp.fda.gov.tw/insert/shapeImg/6d5b2362-6a8f-46db-bf89-63296c78dab5?c=o"
"衛署藥製字第049461號","“十全”憂滅達膜衣錠 30 毫克","U-mirtaron F.C. Tablets 30 mg“S.C.”","橢圓形","","橘","","直線","","SC","U3","https://mcp.fda.gov.tw/insert/shapeImg/30bbb54c-c750-4074-9e70-95b9dbeef5f3?c=o"
"衛署藥製字第049462號","""黃氏"" 倍力維骨膠囊","Versamin Capsules ""H.S.""","膠囊","","橘;;;黃","","無","23","HWANG S YJP 36","","https://mcp.fda.gov.tw/insert/shapeImg/836985c8-2cda-4739-afdb-c68810634193?c=o"
"衛署藥製字第049465號","康立定 膠囊 300 毫克","Carbatin Capsules 300 mg","膠囊","","黃;;;黃","","無","24","NKP 485","","https://mcp.fda.gov.tw/insert/shapeImg/e01ecd7d-fc1e-445f-b201-a0857436513e?c=o"
"衛署藥製字第049493號","憶可朗膜衣錠 5 毫克","Epalon F.C. Tablets 5 mg","圓形","","白","","無","7","NK","470","https://mcp.fda.gov.tw/insert/shapeImg/85be340f-7a04-41a0-93a5-9c50a65167fe_img_1?c=o"
"衛署藥製字第049496號","”聯邦”優達平膜衣錠 100 毫克","Utapine F.C. Tablet 100mg“Union”","圓形","","黃","","直線","9","UN 448","100mg","https://mcp.fda.gov.tw/insert/shapeImg/1b14db43-6ac1-4783-9be5-eeaae947d99e?c=o"
"衛署藥製字第049500號","“培力”安醣錠 15 毫克","Piotas Tablets 15 mg“P.L.”","圓形","","白","","無","6","PL","T41","https://mcp.fda.gov.tw/insert/shapeImg/d9f28958-5924-4aec-a985-9c8daa284379?c=o"
"衛署藥製字第049502號","""華興""膚肯寧膠囊 150 毫克 (氟可那挫)","FLUCOGUS CAPSULES 150MG""H.S."" (FLUCONAZOLE)","膠囊","","白;;;白","","無","18","HS F1","HS F1","https://mcp.fda.gov.tw/insert/shapeImg/c80502ea-2616-44e7-8b60-698af3a2c707?c=o"
"衛署藥製字第049503號","安樂脂錠 20 毫克","Dehypotin Protect Tablets 20mg","橢圓形","","黃","","直線","14","N K","473","https://mcp.fda.gov.tw/insert/shapeImg/d7ad69f2-36a3-49c6-861c-8475164d3f62?c=o"
"衛署藥製字第049514號","“十全”愛彼脈持續性藥效膜衣錠 60 毫克","Ibimo C.R.F.C. Tablets 60 mg“S.C.”","橢圓形","","橘","","直線","12.9","SC","I 04","https://mcp.fda.gov.tw/insert/shapeImg/68b8f25d-9e9a-44b8-84af-62c8a1ab6994?c=o"
"衛署藥製字第049517號","康平癲膜衣錠 600 毫克","Gapatin F.C. Tablets 600mg","橢圓形","","白","","直線","19","SW 21","","https://mcp.fda.gov.tw/insert/shapeImg/030b2acb-a4a4-4d61-b80f-be1ccef475cc?c=o"
"衛署藥製字第049522號","恩舒率持續性藥效錠 60 毫克","Insure Controlled-release Tablets 60mg","橢圓形","","黃","","直線","","SY 71","","https://mcp.fda.gov.tw/insert/shapeImg/9f5e58e3-3bf9-4b81-b0fd-2096ec99e225?c=o"
"衛署藥製字第049526號","輔思妥膜衣錠 25 毫克","Limus F.C. Tablets 25 mg","圓形","","橘","","無","6","AX 088","","https://mcp.fda.gov.tw/insert/shapeImg/b0ce952e-e357-4d92-83c1-f74973f6b16d_img_1?c=o"
"衛署藥製字第049543號","降脂妥膜衣錠 10 毫克","Atorin F.C. Tablet 10mg","橢圓形","","白","","無","10","GBL","086","https://mcp.fda.gov.tw/insert/shapeImg/15f7a484-529c-4d6d-ac53-10f9d20cb0c6?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/4e0a2e81-f90a-4570-9985-3adea70b5ceb_img_1?c=o"
"衛署藥製字第049544號","”井田”康心壓膜衣錠 5 毫克","Kenco F. C. Tablets 5mg”Chinteng”","其他","","黃","","直線","7","CT","","https://mcp.fda.gov.tw/insert/shapeImg/17d83798-abdc-4295-b374-8f49d251cd40?c=o"
"衛署藥製字第049551號","”井田”去脂醇微粒化膠囊 200 毫克","LinLip Micronised Capsules 200mg”Chinteng”","膠囊","","橘;;;橘","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/961690a8-bd57-4b90-9622-6382cd0eb72c?c=o"
"衛署藥製字第049556號","憂解膜衣錠 100 毫克","YOU-JET F.C. Tablets 100 mg","橢圓形","","黃","","直線","13","N K","489","https://mcp.fda.gov.tw/insert/shapeImg/8111472b-6098-4a6a-bde5-f1bb877022e6?c=o"
"衛署藥製字第049560號","“信東”寶利糖錠 30 毫克","Politone Tablets 30mg (Pioglitazone)","圓形","","白","","直線","7","ST 397","30","https://mcp.fda.gov.tw/insert/shapeImg/812dc0bd-7315-47e8-b540-e96a0496c523?c=o"
"衛署藥製字第049564號","""華興"" 安你嗽膜衣錠 10 毫克","Cougin F.C. Tablets 10mg ""H.S.""","圓形","","紅","","無","7","Df","HS","https://mcp.fda.gov.tw/insert/shapeImg/108e2ea6-efbb-4433-a83c-6709e9b70816?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/72af24f3-7368-4592-b83a-a9884519524d_img_1?c=o"
"衛署藥製字第049579號","糖得舒錠 50 毫克","Precose Tablets 50mg","圓形","","白","","無","7.0","GBL 50","","https://mcp.fda.gov.tw/insert/shapeImg/8d0c0926-43fe-4d7e-9bee-42a993bc7a8b?c=o"
"衛署藥製字第049593號","“十全”通息錠","Tallsea Tablets“S.C.”","橢圓形","","白","","直線","","SCT2","","https://mcp.fda.gov.tw/insert/shapeImg/3dbd2d8a-def9-4db6-99cd-b156f897b041?c=o"
"衛署藥製字第049599號","”明大”貝特明錠 850 毫克(二甲二脈)","Betaform tablets 850mg ”M.T.”(Metformin)","圓形","","白","","直線","13","MT 173","","https://mcp.fda.gov.tw/insert/shapeImg/3a2d57a0-86a3-4fa6-846d-6ca7cf933802?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/c33f3a13-921b-4257-8888-100afc5e0960_img_1?c=o"
"衛署藥製字第049605號","解鬱優膠囊 25 毫克","Milpran Capsules 25 mg","膠囊","","粉;;;粉","","無","15","PM 020","","https://mcp.fda.gov.tw/insert/shapeImg/48563c80-16b4-45a1-89cd-a54e34f8d65c_img_1?c=o"
"衛署藥製字第049619號","喜伏菌膜衣錠 500 毫克","Ciflogen F.C. Tablets 500 mg","橢圓形","","白","","直線","18","SW 500","","https://mcp.fda.gov.tw/insert/shapeImg/d118a020-1d99-4687-b4d1-6bec840ee975?c=o"
